school,original_publication_date,sentence_lowered,period
plato,-350,"now try to tell me about love,' he said. '",ancient
plato,-350,is love the love of nothing or of something?' ',ancient
plato,-350,"then keep this object of love in mind, and remember what it is.",ancient
plato,-350,"does love desire that of which it is the love, or not?' '",ancient
plato,-350,"at the time he desires and loves something, does he actually have what he desires and loves at that time, or doesn't he?' '",ancient
plato,-350,"so socrates said, 'then this is what it is to love something which is not at hand, which the lover does not have: it is to desire the preservation of what he now has in time to come, so that he will have it then.' '",ancient
plato,-350,"so such a man or anyone else who has a desire desires what is not at hand and not present, what he does not have, and what he is not, and that of which he is in need; for such are the objects of desire and love.' '",ancient
plato,-350,"aren't they, first, that love is the love of something, and, second, that he loves things of which he has a present need?' '",ancient
plato,-350,"now, remember, in addition to these points, what you said in your speech about what it is that love loves.",ancient
plato,-350,"i think you said something like this: that the gods' quarrels were settled by love of beautiful things, for there is no love of ugly ones.",ancient
plato,-350,"but if this is so, wouldn't love have to be a desire for beauty, and never for ugliness?'",ancient
plato,-350,and we also agreed that he loves just what he needs and does not have.',ancient
plato,-350,"so love needs beauty, then, and does not have it.' '",ancient
plato,-350,"then do you still agree that love is beautiful, if those things are so?'",ancient
plato,-350,"then if love needs beautiful things, and if all good things are beautiful, he will need good things too.' '",ancient
plato,-350,"then it's the truth, my beloved agathon, that you are unable to contradict,' he said.",ancient
plato,-350,the speech about love,ancient
plato,-350,"she is the one who taught me the art of love, and i shall go through her speech as best i can on my own, using what agathon and i have agreed to as a basis.",ancient
plato,-350,"following your lead, agathon, one should first describe who love is and what he is like, and afterwards describe his works i think it will be easiest for me to proceed the way diotima did and tell you how she questioned me.",ancient
plato,-350,"you see, i had told her almost the same things agathon told me just now: that love is a great god and that he belongs to beautiful things.",ancient
plato,-350,"and she used the very same arguments against me that i used against agathon; she showed how, according to my very own speech, love is neither beautiful nor good.",ancient
plato,-350,"is love ugly, then, and bad?'",ancient
plato,-350,the greek is ambiguous between 'love loves beautiful things' and 'love is one of the beautiful things.',ancient
